micrograph,tube_id,length_nm
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,3,241.850
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,4,238.456
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,5,214.979
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,6,152.926
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,7,149.786
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,8,111.728
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,9,128.780
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,10,123.157
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,11,109.826
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,12,86.327
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,13,85.719
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,14,62.257
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,15,85.966
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,16,85.875
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,17,80.090
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,18,65.598
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,19,61.733
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,20,52.122
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,21,43.008
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,22,42.732
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,23,42.614
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,24,42.808
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0074.star,25,42.891
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0075.star,1,282.011
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0075.star,2,191.442
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0075.star,3,170.796
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0075.star,4,171.244
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0075.star,5,82.103
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0075.star,6,64.798
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,1,175.204
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,2,151.160
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,3,85.357
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,4,85.219
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,5,82.505
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,6,83.299
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,7,83.189
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,8,82.710
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,9,83.489
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,10,83.216
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,11,83.144
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,12,82.217
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,13,79.704
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,14,42.659
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,15,43.099
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,16,42.955
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0076.star,17,42.704
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,1,213.835
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,2,163.623
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,3,158.511
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,4,151.599
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,5,150.021
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,6,150.861
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,7,128.609
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,8,127.453
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,9,127.876
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,10,120.133
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,11,118.930
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,12,118.907
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,13,118.030
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,14,115.840
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,15,115.095
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,16,48.733
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,17,46.137
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,18,90.517
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,19,89.521
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,20,89.603
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,21,88.859
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,22,86.151
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,23,85.731
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,24,85.283
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,25,84.024
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,26,85.248
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,27,85.121
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,28,83.988
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,29,83.657
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,30,66.738
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,31,60.158
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,32,57.233
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,33,54.043
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,34,54.391
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,35,54.992
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,36,42.564
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,37,42.633
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,38,43.075
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,39,42.767
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,40,42.940
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,41,41.935
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,42,39.773
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0077.star,43,40.072
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,1,491.542
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,2,343.327
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,3,209.952
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,4,164.983
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,5,152.045
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,6,152.752
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,7,125.028
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,8,107.649
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,9,105.957
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,10,96.290
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,11,86.144
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,12,84.517
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,13,85.638
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,14,86.044
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,15,86.077
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,16,84.531
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,17,85.640
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,18,84.713
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,19,84.211
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,20,82.197
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,21,78.526
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,22,67.013
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,23,65.293
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,24,66.775
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,25,57.621
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,26,57.622
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,27,57.778
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,28,58.865
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,29,56.490
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,30,57.114
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,31,52.780
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,32,47.751
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,33,42.637
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,34,43.136
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,35,42.689
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,36,42.711
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,37,42.964
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,38,42.520
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,39,42.664
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,40,42.813
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,41,42.281
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,42,43.058
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,43,42.856
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,44,43.171
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,45,42.692
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,46,43.162
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,47,42.995
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,48,42.638
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,49,43.168
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,50,42.549
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,51,42.643
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,52,42.910
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,53,42.862
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,54,42.814
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,55,42.869
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,56,43.037
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,57,42.517
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,58,41.694
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,59,41.985
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,60,42.051
/auto_nfs/rodriguez1/kmc012/__crYOLO/TMV/output_1/STAR_FILAMENT_SEGMENTED/KMCB2_D8_RL_TMV_0.05mgmL_9300X_0078.star,61,41.052
